,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,행정동명,경도,위도
0,삼성서울병원,의료,병원,종합병원,일원본동,127.08476966175522,37.48832151166073
1,타워광명내과의원,의료,병원,내과/외과,도곡2동,127.053198,37.48874184
49,오리진,의료,병원,일반병원,신사동,127.0268171,37.52443448
144,경희한의원,의료,병원,한의원,역삼1동,127.0302018,37.49367331
159,리더스서울외과내과,의료,병원,내과/외과,역삼1동,127.029201,37.49585466
227,바롬치과,의료,병원,치과의원,신사동,127.0268687,37.51958724
370,아침나라한의원,의료,병원,한의원,논현2동,127.0415697,37.51558063
385,SNUH,의료,병원,종합병원,역삼1동,127.0358248,37.49963027
390,이창훈이비인후과,의료,병원,이비인후과의원,역삼1동,127.0363239,37.50127426
394,힐락의원,의료,병원,내과/외과,신사동,127.0197774,37.5168705
399,CCL치과,의료,병원,치과의원,논현1동,127.0261159,37.50526331
408,신동화한의원,의료,병원,한의원,논현2동,127.0399522,37.51998266
417,대자인한의원,의료,병원,한의원,압구정동,127.0392906,37.52482494
451,김수균모발외과,의료,병원,내과/외과,대치2동,127.0657143,37.5052047
584,동민치과의원,의료,병원,치과의원,도곡1동,127.0343467,37.48530942
644,바른해치과,의료,병원,치과의원,도곡2동,127.0527073,37.49536069
1216,W치과,의료,병원,치과의원,대치1동,127.0629032,37.49392823
1640,진용한안과,의료,병원,안과의원,삼성2동,127.0494968,37.50507532
1671,김경원치과의원,의료,병원,치과의원,압구정동,127.029429,37.52367205
1729,강남유외과의원,의료,병원,내과/외과,역삼1동,127.0278175,37.49877171
1828,LA이플란트치과,의료,병원,치과의원,대치1동,127.0591471,37.4931595
1934,신안과,의료,병원,안과의원,대치1동,127.0610261,37.49392233
1963,더블유클리닉,의료,병원,내과/외과,논현1동,127.0221613,37.51188942
2008,심내과과의원,의료,병원,내과/외과,대치1동,127.0610261,37.49392233
2027,웃는내일치과의원,의료,병원,치과의원,대치1동,127.0556519,37.49142862
2105,이지코헨의원,의료,병원,일반병원,청담동,127.0413754,37.52722967
2151,ENI치과,의료,병원,치과의원,논현1동,127.0261095,37.5092369
2229,연세합동비뇨기의원,의료,병원,비뇨기과,역삼1동,127.0360781,37.50192101
2315,황제한의원,의료,병원,한의원,삼성2동,127.0542568,37.51059194
2372,이보다치과,의료,병원,치과의원,논현1동,127.0246477,37.50509802
2392,강남서울치과,의료,병원,치과의원,도곡2동,127.0519866,37.48885828
2414,본디올한의원,의료,병원,한의원,대치2동,127.0658971,37.49961058
2468,진비뇨기과,의료,병원,비뇨기과,논현1동,127.0332981,37.50789031
2469,덴포유치과,의료,병원,치과병원,논현1동,127.0230393,37.51135605
2483,캥거루어린이한의원,의료,병원,한의원,대치4동,127.0503834,37.5020549
2486,경희인,의료,병원,한의원,역삼1동,127.0302018,37.49367331
2529,드림한마음한의원,의료,병원,한의원,대치2동,127.0589896,37.50300681
2582,홍순호치과,의료,병원,치과의원,논현1동,127.0201413,37.51585533
2658,이규호모아름한의원,의료,병원,한의원,신사동,127.0197774,37.5168705
2670,아이렌아이센터,의료,병원,안과의원,압구정동,127.0393713,37.52559149
2706,봄치과,의료,병원,치과의원,대치2동,127.06272,37.50768592
2729,백운당한의원,의료,병원,한의원,역삼2동,127.0448574,37.49903686
2788,강흥석치과의원,의료,병원,치과의원,대치2동,127.0629734,37.49917294
2845,디올메디칼허브,의료,병원,일반병원,청담동,127.0489305,37.52474978
2974,대가연,의료,병원,내과/외과,대치4동,127.0520306,37.50415858
3088,한국한의원,의료,병원,한의원,도곡2동,127.053198,37.48874184
3098,엘제이연세비료기과,의료,병원,비뇨기과,압구정동,127.0287117,37.52402658
4066,고안과의원,의료,병원,안과의원,도곡2동,127.052724,37.49582937
4108,새빛안과,의료,병원,안과의원,역삼1동,127.0285648,37.49783175
4227,강남유클리닉,의료,병원,내과/외과,역삼1동,127.0278175,37.49877171
4245,사랑채한의원,의료,병원,한의원,일원1동,127.0876532,37.49152691
4275,연세진치과,의료,병원,치과의원,삼성1동,127.0606881,37.51458087
4285,서울대학교병원,의료,병원,종합병원,역삼1동,127.0364871,37.50001411
4320,효성한의원,의료,병원,한의원,대치2동,127.0706094,37.49991807
4338,나도균한의원,의료,병원,한의원,논현2동,127.0401215,37.51648795
4468,김도균혈관외과,의료,병원,내과/외과,압구정동,127.0284948,37.52242993
4499,경희수풀림한의원,의료,병원,한의원,개포1동,127.0586406,37.48395566
4602,도곡유디치과,의료,병원,치과의원,도곡1동,127.0335177,37.486465
4655,김소형한의원,의료,병원,한의원,압구정동,127.0286028,37.52282728
4671,엠케이서울치과의원,의료,병원,치과의원,대치1동,127.0629032,37.49392823
5043,백향치과,의료,병원,치과의원,논현1동,127.0288659,37.51387299
5095,새서울치과의원,의료,병원,치과의원,압구정동,127.02863,37.52334111
5100,예일이비인후과의원,의료,병원,이비인후과의원,역삼1동,127.027137,37.49979331
5116,김형주치과의원,의료,병원,치과의원,신사동,127.0228615,37.5180494
5132,홍내과의원,의료,병원,내과/외과,논현2동,127.032095,37.51959415
5162,낙원치과의원,의료,병원,치과의원,청담동,127.0572173,37.52161748
5285,강동병원,의료,병원,일반병원,대치2동,127.0706094,37.49991807
5447,이인길,의료,병원,신경외과,수서동,127.1018421,37.48801336
5474,윤덕기치과,의료,병원,치과의원,대치2동,127.0699862,37.49727306
5481,권오중외과,의료,병원,내과/외과,압구정동,127.0317321,37.52842148
5668,아시아덴탈파트너스,의료,병원,치과의원,논현2동,127.0404025,37.51839145
5685,오준규,의료,병원,일반병원,청담동,127.0412907,37.52677845
5723,강남연세의원,의료,병원,일반병원,대치4동,127.0514358,37.50021619
5787,변한의원,의료,병원,한의원,대치1동,127.0556519,37.49142862
5889,신천정형외과의원,의료,병원,내과/외과,대치1동,127.0582625,37.49426076
5927,참예원의료재단강남구,의료,병원,내과/외과,세곡동,127.1033049,37.46117277
5972,강남이지치과의원,의료,병원,치과의원,논현1동,127.0225321,37.5112167
6045,삼성의료원,의료,병원,일반병원,수서동,127.1030943,37.48731104
6066,바른이만들기,의료,병원,치과병원,대치4동,127.0530475,37.49797648
6097,숨수면의원,의료,병원,일반병원,논현1동,127.0233685,37.51734176
6164,라노보의원,의료,병원,일반병원,역삼1동,127.028341,37.49851471
6231,준한의원,의료,병원,한의원,논현1동,127.0276441,37.51911607
6299,서울S치과,의료,병원,치과의원,대치1동,127.0629032,37.49392823
6341,유진한의원,의료,병원,한의원,도곡2동,127.0513045,37.48735705
6359,동민치과,의료,병원,치과의원,대치4동,127.0595397,37.49882127
6382,천화당,의료,병원,한의원,개포2동,127.0674257,37.48854865
6398,성모eyes센터,의료,병원,안과의원,역삼1동,127.0294596,37.49772197
6480,연세치과,의료,병원,치과의원,대치4동,127.0552131,37.50561676
6489,굿닥터이빈후과,의료,병원,이비인후과의원,대치4동,127.0595397,37.49882127
6523,청소년정신과,의료,병원,신경외과,논현2동,127.0405828,37.51668092
6524,이범한자유미한의원,의료,병원,한의원,논현1동,127.0235025,37.51053092
6545,예림,의료,병원,이비인후과의원,개포2동,127.0614663,37.4822391
6573,김호중안과이비인후과,의료,병원,이비인후과의원,개포2동,127.0668248,37.48867906
6684,실로암한의원,의료,병원,한의원,도곡1동,127.0486894,37.48848036
6687,기쁨정원,의료,병원,치과의원,수서동,127.1018421,37.48801336
6694,삼성의원,의료,병원,일반병원,수서동,127.1030943,37.48731104
6761,파티마의원,의료,병원,내과/외과,압구정동,127.0317321,37.52842148
6765,연세키즈N쥬니어치과,의료,병원,치과의원,대치2동,127.0658971,37.49961058
6824,영상의학원,의료,병원,일반병원,역삼1동,127.0356296,37.50162
6924,강남가드비뇨기과의원,의료,병원,내과/외과,역삼1동,127.0280225,37.49865626
6993,강남경희한방병원,의료,병원,한방병원,대치2동,127.0676206,37.49925476
7284,신명국한의원,의료,병원,한의원,대치4동,127.0508133,37.50114829
7387,경희인한의원,의료,병원,한의원,역삼1동,127.0350416,37.49106384
7427,서울주치과,의료,병원,치과의원,대치1동,127.0588672,37.49293201
7656,박달나무한의원,의료,병원,한의원,대치4동,127.0537151,37.49794579
7689,하나한의원,의료,병원,한의원,대치4동,127.0540787,37.50139975
7776,리유한의원,의료,병원,한의원,신사동,127.0197774,37.5168705
7930,강남조은눈안과,의료,병원,안과의원,역삼1동,127.0287348,37.49867113
7982,남궁실민파티마의원,의료,병원,일반병원,압구정동,127.031996,37.52813531
8153,미래이비인후과,의료,병원,내과/외과,압구정동,127.032532,37.52868033
8168,호산산부인과병원,의료,병원,내과/외과,압구정동,127.0333368,37.52856077
8195,웰스코스메틱,의료,병원,내과/외과,청담동,127.0496288,37.52053847
8214,밝은눈강구봉안과,의료,병원,안과의원,도곡1동,127.0357506,37.4851677
8319,치과시카고치과,의료,병원,치과의원,대치4동,127.0526233,37.49753156
8353,두인한의원,의료,병원,한의원,논현2동,127.0365644,37.51512543
8367,서울샤인치과,의료,병원,치과의원,삼성2동,127.0467248,37.51760467
8394,서아송피부과의원,의료,병원,내과/외과,도곡1동,127.0336904,37.48622313
8507,도원한의원,의료,병원,한의원,압구정동,127.0309539,37.52735186
8545,카리스피부과,의료,병원,내과/외과,논현2동,127.0374209,37.51624972
8627,양생채가한의원,의료,병원,한의원,논현1동,127.0215346,37.51224465
8632,휴메디의원,의료,병원,일반병원,역삼1동,127.0280225,37.49865626
8680,플러스이라인치과의원,의료,병원,치과의원,역삼1동,127.0446203,37.50432414
8817,치과이와이,의료,병원,치과의원,신사동,127.0279007,37.52636264
8856,코어심장혈관내과,의료,병원,내과/외과,논현2동,127.0405828,37.51668092
8923,스마드성형외과,의료,병원,내과/외과,역삼1동,127.0431085,37.50757373
8929,윤완규이비인후과,의료,병원,이비인후과의원,논현1동,127.0224517,37.50957612
9050,김형건내과,의료,병원,내과/외과,논현2동,127.0401215,37.51648795
9160,하얀치과의원,의료,병원,치과의원,대치1동,127.0561248,37.49069353
9175,굿모닝치과,의료,병원,치과의원,도곡2동,127.0513045,37.48735705
9214,신현대해담한의원,의료,병원,한의원,압구정동,127.0295417,37.52632207
9228,소요한의원,의료,병원,한의원,압구정동,127.0365908,37.52274855
9248,브이라인성형외과의원,의료,병원,내과/외과,청담동,127.0408215,37.52542307
9379,서동일성대결절치료실,의료,병원,이비인후과의원,신사동,127.0268805,37.5247774
9464,어린이치과의원,의료,병원,치과의원,청담동,127.0553296,37.52060223
9485,미앤치과,의료,병원,치과의원,도곡2동,127.0518416,37.48691083
9525,박지양산부인과,의료,병원,내과/외과,대치4동,127.0526233,37.49753156
9633,리본산부인과,의료,병원,내과/외과,역삼2동,127.0492945,37.50319048
9670,서울아르케치과,의료,병원,치과의원,청담동,127.0446937,37.51809285
9754,상쾌한이비인후과,의료,병원,이비인후과의원,도곡1동,127.0357506,37.4851677
9765,허브신경클리닉,의료,병원,신경외과,대치4동,127.0539301,37.4979385
9900,강남글로리안과,의료,병원,안과의원,역삼1동,127.0289704,37.49881724
9921,위쉬성형외과,의료,병원,내과/외과,압구정동,127.0402548,37.52727463
9926,최소아청소년과의원,의료,병원,내과/외과,세곡동,127.0910581,37.46997272
9932,강남방치과의원,의료,병원,치과의원,역삼1동,127.0358501,37.50382038
9976,몸앤맘성형외과,의료,병원,내과/외과,역삼1동,127.0469559,37.50476651
10034,방병관치과의원,의료,병원,치과의원,역삼1동,127.0358501,37.50382038
10071,수서제일의원,의료,병원,일반병원,수서동,127.0981683,37.48790428
10283,삼성의료원장례식장,의료,병원,종합병원,일원본동,127.0895788,37.49033434
10505,치과이다듬,의료,병원,치과의원,신사동,127.0244334,37.52677556
10653,치과연세이존치과,의료,병원,치과의원,대치4동,127.0546499,37.49735857
10685,김형근치과의원,의료,병원,치과병원,역삼1동,127.031124,37.49319431
10732,스타서울치과,의료,병원,치과의원,역삼1동,127.026807,37.5008178
10742,강남샤넬의원,의료,병원,일반병원,역삼1동,127.0330005,37.49412876
10881,강남문한의원,의료,병원,한의원,도곡2동,127.052724,37.49582937
10949,더코샵성형외과,의료,병원,내과/외과,압구정동,127.0284948,37.52242993
10958,연세대학교의과대학강남세브란스,의료,병원,종합병원,도곡1동,127.0462939,37.49279514
11084,미백치과,의료,병원,치과의원,도곡2동,127.0497138,37.49420131
11114,닥터안의원,의료,병원,내과/외과,논현2동,127.0349343,37.51433721
11189,국보한의원,의료,병원,한의원,역삼2동,127.0454224,37.50084354
11269,안문생한의원,의료,병원,한의원,역삼1동,127.0482976,37.5051017
11410,빛이머무는한의원,의료,병원,한의원,대치4동,127.053129,37.50047306
11438,301성형외과,의료,병원,내과/외과,압구정동,127.0385536,37.5249541
11480,비뇨기과의원,의료,병원,비뇨기과,신사동,127.0268687,37.51958724
11488,래겸한의원,의료,병원,한의원,일원2동,127.0776351,37.49419735
11501,블루비뇨기과,의료,병원,비뇨기과,논현1동,127.0248739,37.51727311
11506,이무석정신과,의료,병원,신경외과,청담동,127.0464976,37.52656831
11560,라인한의원,의료,병원,한의원,청담동,127.0448476,37.52287869
11575,굿라인의원,의료,병원,일반병원,압구정동,127.0315269,37.5232838
11649,하늘체에스테틱,의료,병원,한의원,압구정동,127.0293772,37.52679828
11744,정규운치과의원,의료,병원,치과의원,대치2동,127.0706094,37.49991807
11834,코아클리닉,의료,병원,종합병원,대치4동,127.0520306,37.50415858
11914,광명연세치과,의료,병원,치과의원,압구정동,127.0383594,37.52950283
11952,경희설한의원,의료,병원,한의원,청담동,127.0576029,37.52244052
11988,문앤박한의원,의료,병원,한의원,대치2동,127.0658971,37.49961058
12006,북경한의원,의료,병원,한의원,대치1동,127.0561248,37.49069353
12031,비투비의원,의료,병원,일반병원,논현2동,127.0407396,37.51768236
12059,한방명의,의료,병원,한의원,대치4동,127.0542331,37.49812114
12191,치과김계용치과의원,의료,병원,치과의원,신사동,127.0244334,37.52677556
12335,비엘의원,의료,병원,일반병원,역삼1동,127.0360781,37.50192101
12380,닥터신치과,의료,병원,치과의원,청담동,127.0413427,37.5218321
12448,열린의료재단인공신장실,의료,병원,내과/외과,대치2동,127.0688065,37.49756112
12506,미래이비인인후과,의료,병원,이비인후과의원,신사동,127.0279247,37.52364166
12632,가로수5쾌한의원,의료,병원,한의원,신사동,127.023174,37.52271042
12674,안과조해완안과,의료,병원,안과의원,대치1동,127.0608839,37.49804805
12693,나비에스한의원,의료,병원,한의원,역삼1동,127.0469559,37.50476651
12739,모재성성형외과,의료,병원,내과/외과,신사동,127.0269639,37.52619274
12854,수서제일의원,의료,병원,종합병원,수서동,127.0997346,37.49213319
12938,강남리플란트,의료,병원,치과의원,도곡2동,127.053198,37.48874184
12992,안평천한의원,의료,병원,한의원,역삼1동,127.0361998,37.50301228
13036,양산한의원,의료,병원,한의원,논현2동,127.0354329,37.50987206
13093,이병구치과의원,의료,병원,치과의원,청담동,127.045958,37.5183013
13117,현치과,의료,병원,치과의원,대치1동,127.0613193,37.49398774
13137,서울캘리포니아치과,의료,병원,치과의원,신사동,127.0274276,37.52359252
13152,뿌리깊은한의원,의료,병원,한의원,논현1동,127.0247896,37.5080997
13321,신한의원,의료,병원,일반병원,도곡2동,127.0513045,37.48735705
13362,지에스옥스치과의원,의료,병원,치과의원,역삼1동,127.0372774,37.50188574
13363,강남제림성형외과의원,의료,병원,내과/외과,역삼1동,127.0280225,37.49865626
13394,플란트치과의원,의료,병원,치과의원,논현2동,127.0371671,37.51047189
13404,비킨의원,의료,병원,일반병원,압구정동,127.0397396,37.52598194
13415,소우주한의원,의료,병원,한의원,역삼1동,127.0406526,37.50239076
13571,고준영이비인후과,의료,병원,이비인후과의원,대치1동,127.0626465,37.49456594
13798,용인세브란스병원,의료,병원,일반병원,도곡1동,127.0347356,37.48496118
13891,코웰치과의원,의료,병원,치과의원,역삼1동,127.0350416,37.49106384
13897,웰플란트치과,의료,병원,치과의원,역삼1동,127.0357917,37.50396407
13941,수정의원,의료,병원,내과/외과,도곡2동,127.0513045,37.48735705
13944,컬럼비아치과,의료,병원,치과의원,논현2동,127.0371671,37.51047189
13957,CL성형외과의원,의료,병원,내과/외과,삼성2동,127.0423568,37.51506441
14065,생각과마음의원,의료,병원,일반병원,도곡1동,127.0452265,37.48692063
14106,젬마성형외과의원,의료,병원,내과/외과,신사동,127.0279247,37.52190263
14126,신비한의원,의료,병원,한의원,신사동,127.0225231,37.51797452
14343,리츠피부성형외과의원,의료,병원,내과/외과,역삼1동,127.0278175,37.49877171
14411,휴나이트드정형외과,의료,병원,내과/외과,도곡1동,127.0350749,37.48495494
14417,김혜영피부과,의료,병원,내과/외과,대치4동,127.0528299,37.49819099
14471,강남에너메조외과의원,의료,병원,내과/외과,도곡1동,127.039726,37.49172374
14499,리츠의원,의료,병원,일반병원,역삼1동,127.0278175,37.49877171
14533,코비한의원,의료,병원,한의원,대치1동,127.0573289,37.49746108
14667,경희정함한의원,의료,병원,한의원,신사동,127.0278969,37.52404691
14713,손수원기지압연구원,의료,병원,내과/외과,도곡1동,127.0383292,37.49042386
14719,송재철척추바른자세교정원,의료,병원,내과/외과,논현1동,127.0260457,37.5184992
14750,에이치디엑스,의료,병원,한의원,역삼1동,127.0304529,37.49962234
14752,청담H내과,의료,병원,내과/외과,청담동,127.0446937,37.51809285
14792,캥거루한의원,의료,병원,한의원,대치4동,127.0504669,37.50260522
14809,압구정현대부부치과의원,의료,병원,치과의원,신사동,127.0267512,37.52601978
14832,삼인당한의원,의료,병원,한의원,도곡1동,127.0357506,37.4851677
14888,대덕한의원,의료,병원,한의원,대치4동,127.0562973,37.49765107
14911,코웰치과의원,의료,병원,치과의원,논현1동,127.0305214,37.51356221
14930,빙빙한의원,의료,병원,한의원,논현1동,127.0218607,37.51672558
14945,제원한의원,의료,병원,한의원,일원1동,127.0852383,37.49389604
15025,조박치과의원,의료,병원,치과병원,대치1동,127.0595261,37.49810032
15249,강남동일한의원,의료,병원,한의원,삼성2동,127.0512325,37.5127122
15393,강남열린의원,의료,병원,일반병원,대치2동,127.0688065,37.49756112
15521,영동세브란스병원,의료,병원,종합병원,도곡1동,127.0462939,37.49279514
15553,새서울내과의원,의료,병원,내과/외과,압구정동,127.0384577,37.52801689
15825,성수내과의원,의료,병원,내과/외과,신사동,127.0253231,37.52535024
15836,미트라한의원,의료,병원,한의원,삼성2동,127.0525952,37.51229063
15853,코앤이빈후과,의료,병원,내과/외과,역삼1동,127.026807,37.5008178
15875,삼성의료원,의료,병원,일반병원,역삼2동,127.043457,37.50242251
15930,하규환치과,의료,병원,치과병원,개포2동,127.0609291,37.48269437
15977,헬스메카한의원,의료,병원,한의원,역삼1동,127.0477747,37.50619678
15982,노영서치과,의료,병원,치과의원,신사동,127.0278969,37.52404691
15997,새시대한의원,의료,병원,한의원,논현1동,127.0208299,37.51336513
16020,윤진우내과의원,의료,병원,내과/외과,대치1동,127.0614037,37.49717815
16141,김청규치과의원,의료,병원,치과의원,압구정동,127.0328034,37.52869156
16229,우리집의원,의료,병원,내과/외과,개포4동,127.047758,37.47901174
16234,사랑의치과,의료,병원,치과의원,압구정동,127.030123,37.5277415
16348,서울박내과의원,의료,병원,내과/외과,대치1동,127.0573953,37.4921724
16369,신경정신과,의료,병원,신경외과,논현1동,127.0332981,37.50789031
16382,브레인리더한의원,의료,병원,한의원,대치1동,127.0552134,37.4966152
16426,룡플란트치과,의료,병원,치과의원,역삼1동,127.0472097,37.5043811
16449,본한의원,의료,병원,한의원,논현2동,127.0331266,37.51591729
16476,현등한의원,의료,병원,한의원,도곡2동,127.0529915,37.48718136
16616,수서그린나츄라의원,의료,병원,일반병원,수서동,127.1018421,37.48801336
16621,전피부과의원,의료,병원,비뇨기과,대치4동,127.0509701,37.50395183
16708,서울밝은안과,의료,병원,안과의원,역삼1동,127.0285648,37.49783175
16719,미형치과,의료,병원,치과의원,역삼1동,127.0482841,37.5052728
16746,위즈성형외과치과,의료,병원,치과의원,논현1동,127.0218695,37.51085079
16837,유디치과의원,의료,병원,치과의원,역삼1동,127.0285648,37.49783175
16964,행복당한의원,의료,병원,한의원,신사동,127.0213896,37.52334441
17007,비너스,의료,병원,치과병원,신사동,127.0278969,37.52404691
17026,가나아트치과,의료,병원,치과의원,대치2동,127.0617883,37.50802092
17139,코아의원,의료,병원,일반병원,대치4동,127.0520306,37.50415858
17145,정치과,의료,병원,치과의원,대치2동,127.0699862,37.49727306
17159,김주룡이비인후과,의료,병원,이비인후과의원,논현2동,127.0413121,37.51626334
17182,코웰치과의원,의료,병원,치과의원,역삼1동,127.0306939,37.4923528
17304,치과,의료,병원,치과의원,역삼1동,127.0335054,37.49882739
17436,007닥터공공칠의원,의료,병원,일반병원,신사동,127.0267788,37.51954145
17558,연세대라성형외과,의료,병원,내과/외과,논현2동,127.0340251,37.50764396
17846,수메디칼,의료,병원,일반병원,논현2동,127.0367842,37.51650583
17891,미소가아름다운치과,의료,병원,치과의원,논현1동,127.0226251,37.50928922
17923,세인치과의원,의료,병원,치과의원,도곡2동,127.0527073,37.49536069
18170,영치과,의료,병원,치과의원,역삼1동,127.0306379,37.49930849
18221,동선소아과의원,의료,병원,내과/외과,일원1동,127.0883004,37.49131565
18251,강남덴포유치과,의료,병원,치과의원,논현1동,127.0230393,37.51135605
18320,서울성모,의료,병원,내과/외과,논현2동,127.0315012,37.51389463
18867,아이엔여기,의료,병원,한의원,논현2동,127.0398432,37.51790034
18907,연세플란트치과,의료,병원,치과의원,대치4동,127.052031,37.49876126
18928,오라클치과,의료,병원,치과의원,압구정동,127.0294796,37.52588005
19051,이원철한방내과,의료,병원,내과/외과,역삼2동,127.0420836,37.49306743
19069,치과피ㅣ잇라,의료,병원,치과의원,압구정동,127.0285058,37.52158304
19088,CNM병리과의원,의료,병원,일반병원,일원2동,127.0755734,37.49264943
19099,주연의원,의료,병원,일반병원,압구정동,127.0365908,37.52274855
19372,골반조정원,의료,병원,내과/외과,도곡1동,127.0337814,37.48969294
19420,윤영석내과의원,의료,병원,내과/외과,도곡2동,127.0534667,37.48805919
19496,더편한몸한의원,의료,병원,한의원,역삼1동,127.0398659,37.49316656
19741,서울하정외과의원,의료,병원,내과/외과,도곡1동,127.0339324,37.48587369
20122,미소라인한의원,의료,병원,한의원,논현2동,127.0304774,37.51521979
20132,스템스클리닉,의료,병원,신경외과,청담동,127.0487113,37.51973816
20234,광혜내과,의료,병원,내과/외과,역삼1동,127.0355604,37.50435865
20279,행복한이야기한의원,의료,병원,한의원,개포4동,127.0519057,37.48362248
20452,이종호안과,의료,병원,안과의원,압구정동,127.0393713,37.52559149
20485,예담성형외과의원,의료,병원,내과/외과,압구정동,127.0388099,37.52613656
20555,리뉴얼의원,의료,병원,일반병원,압구정동,127.0365908,37.52274855
20673,리앤채움,의료,병원,일반병원,신사동,127.0273208,37.52310507
20800,네오비뇨기과,의료,병원,비뇨기과,역삼1동,127.0358248,37.49963027
20811,다이룸한의원,의료,병원,한의원,압구정동,127.031293,37.52125452
20916,새서울의원,의료,병원,일반병원,압구정동,127.0365908,37.52274855
20946,예담한의원,의료,병원,한의원,일원2동,127.0745709,37.49232621
20949,경희한의원,의료,병원,한의원,개포2동,127.0668248,37.48867906
20966,영동병원,의료,병원,일반병원,압구정동,127.0369492,37.5230308
21104,코엔키한의원,의료,병원,한의원,대치1동,127.0597536,37.49348871
21127,논현정신과의원,의료,병원,일반병원,논현1동,127.0218495,37.51151741
21161,이씨엠디서울의료원,의료,병원,일반병원,삼성1동,127.0666349,37.51302414
21327,연세제이의원,의료,병원,일반병원,압구정동,127.0291672,37.53252723
21335,연세K치과,의료,병원,치과의원,역삼1동,127.0356296,37.50162
21431,새생명한의원,의료,병원,한의원,역삼2동,127.049088,37.5034231
21491,준신경외과,의료,병원,신경외과,논현2동,127.0421787,37.51395467
21507,양재성모안과,의료,병원,안과의원,도곡1동,127.0347356,37.48496118
21554,코리아안과의원,의료,병원,안과의원,압구정동,127.0365908,37.52274855
21556,리셋의원,의료,병원,일반병원,신사동,127.0274079,37.51988002
21630,김형수치과,의료,병원,치과의원,압구정동,127.0365908,37.52274855
21977,건강한세상앞선치과병원,의료,병원,치과의원,삼성1동,127.0585822,37.51023003
22099,선한목자병원,의료,병원,일반병원,역삼1동,127.0363239,37.50127426
22115,리더스서울외과의원,의료,병원,내과/외과,역삼1동,127.029201,37.49585466
22182,바노바기치과,의료,병원,치과병원,역삼1동,127.0354564,37.50277194
22346,코편한의원,의료,병원,한의원,대치1동,127.0597536,37.49348871
22468,허준한의원,의료,병원,한의원,역삼1동,127.0424383,37.50514446
22473,헵시바의원,의료,병원,내과/외과,역삼1동,127.0360781,37.50192101
22562,동산권중진한의원,의료,병원,한의원,대치1동,127.0573953,37.4921724
22586,최규진치과,의료,병원,치과의원,논현1동,127.0218695,37.51085079
22617,우호철피부비뇨기과,의료,병원,비뇨기과,논현2동,127.0412398,37.51660516
22699,낙원치과의원,의료,병원,치과의원,청담동,127.0576029,37.52244052
22862,끌림365의원,의료,병원,일반병원,대치4동,127.0505138,37.50336248
22929,대신한의원,의료,병원,한의원,대치2동,127.0600245,37.50615973
22972,차앤박다모의원,의료,병원,내과/외과,신사동,127.027449,37.52630486
23002,에덴치과,의료,병원,치과의원,일원2동,127.0745709,37.49232621
23069,광동한방병원,의료,병원,한방병원,삼성1동,127.0621285,37.51427695
23078,연세샘치과의원,의료,병원,치과병원,도곡1동,127.0340633,37.48536116
23116,김학술피부비뇨기과의원,의료,병원,비뇨기과,대치1동,127.0626465,37.49456594
23130,일원소망치과,의료,병원,치과병원,일원1동,127.08129,37.49033325
23342,하얀치과,의료,병원,치과의원,역삼1동,127.0302018,37.49367331
23358,오아시스의원,의료,병원,내과/외과,논현1동,127.0212303,37.51216104
23520,에스디올의원,의료,병원,일반병원,신사동,127.0274079,37.51988002
23539,비엘에스의원,의료,병원,일반병원,신사동,127.0281747,37.52617567
23550,웃는내일치과의원,의료,병원,치과의원,대치1동,127.0554177,37.4920665
23598,명성한의원,의료,병원,한의원,도곡1동,127.0356853,37.49024913
23602,압구정푸른세상안과,의료,병원,내과/외과,신사동,127.0279491,37.52438072
23615,압구정도원한의원,의료,병원,한의원,압구정동,127.0310125,37.52807318
23754,경희인한의원,의료,병원,한의원,역삼1동,127.0302018,37.49367331
23767,아워홈강남세브란스병원,의료,병원,일반병원,도곡1동,127.0462939,37.49279514
23796,이철규이대경치과의원,의료,병원,치과의원,대치2동,127.062607,37.50044052
23848,서울압구정의원,의료,병원,내과/외과,신사동,127.0280756,37.5250936
23861,다나한의원,의료,병원,한의원,대치2동,127.0623523,37.50724148
23901,허브클리닉,의료,병원,내과/외과,대치4동,127.0526195,37.49783789
23949,GNG치과,의료,병원,치과의원,역삼1동,127.0285648,37.49783175
23966,IP피부과,의료,병원,내과/외과,논현2동,127.0358047,37.51438036
24113,변한의원,의료,병원,한의원,대치1동,127.057935,37.49241999
24197,심스성형외과,의료,병원,내과/외과,청담동,127.0495073,37.51941118
24293,LJ비뇨기과,의료,병원,비뇨기과,압구정동,127.0287117,37.52402658
24394,투명치과,의료,병원,치과의원,신사동,127.0230374,37.52364639
24563,아이민한의원,의료,병원,한의원,청담동,127.047601,37.52164846
24580,유로진남성의원,의료,병원,내과/외과,압구정동,127.02863,37.52334111
24630,예한의원,의료,병원,한의원,역삼1동,127.0417322,37.50375111
24672,한의원,의료,병원,한의원,대치4동,127.0508133,37.50114829
24769,오대경희한의원,의료,병원,한의원,대치4동,127.0535395,37.49752088
24853,대치정신과의원,의료,병원,일반병원,대치1동,127.0619153,37.49425378
24863,이제명안과,의료,병원,안과의원,압구정동,127.0393713,37.52559149
25132,김명동치과,의료,병원,치과의원,역삼1동,127.0364322,37.50428467
25190,선이고은한의원,의료,병원,한의원,대치4동,127.0566473,37.5021952
25191,메이린여성의원,의료,병원,내과/외과,논현2동,127.0427974,37.51245492
